Model,DSO-X 2002A
Serial Number,MY58106372
Start Time,6/26/2025 4:28:48 PM

Setup Text Information:

Analog

Channel 1
Scale,10.000000mV/
Pos,10.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,1
Probe,1.0
Skew,0.000000s

Channel 2
Scale,74.000000mV/
Pos,74.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,2
Probe,1.0
Skew,0.000000s

Function

WaveformMemory

Trigger
Sweep Mode,AUTO
Coup,DC
Noise Rej,Off
HF Rej,Off
HoldOff,40.000000ns
TriggerControl,EDGE
Source,WGEN
Slope,0.000000V
Adress,USB0::0x0957::0x179B::MY58106372::0::INSTR

Sample Count,Time(s),Channel1,Channel2,
1,-0.005,0.451608687639,0.0526180788875,
2,-0.004989583335,0.451784551144,0.0507587827742,
3,-0.00497916667,0.451910167933,0.0507587827742,
4,-0.004968750005,0.45196044445,0.0505728535354,
5,-0.00495833334,0.452035814524,0.0462964698672,
6,-0.004947916675,0.452010691166,0.0474120490253,
7,-0.00493750001,0.451885044575,0.0462964698672,
8,-0.004927083345,0.451859921217,0.0483416952193,
9,-0.00491666668,0.45170918107,0.0485276244581,
10,-0.004906250015,0.45145791769,0.0472261197865,
11,-0.00489583335,0.451282054186,0.0492713451385,
12,-0.004885416685,0.451005667448,0.0524321496487,
13,-0.00487500002,0.450653910637,0.0546633042395,
14,-0.004864583355,0.450352400541,0.0520602874458,
15,-0.00485416669,0.449900120497,0.0574522465467,
16,-0.004843750025,0.449472993612,0.0578241050243,
17,-0.00483333336,0.449096113443,0.0585678257048,
18,-0.004822916695,0.448568463326,0.0624723471701,
19,-0.00481250003,0.44804084301,0.0600552633405,
20,-0.004802083365,0.447563439608,0.0634019970894,
21,-0.0047916667,0.446960419416,0.0615426972508,
22,-0.004781250035,0.446432799101,0.0624723471701,
23,-0.00477083337,0.445880025625,0.0587537549436,
24,-0.004760416705,0.445226758718,0.0567085295916,
25,-0.00475000004,0.444623738527,0.0513165704906,
26,-0.004739583375,0.444020748138,0.0507587827742,
27,-0.00472916671,0.443342328072,0.0425778776407,
28,-0.004718750045,0.44276446104,0.0418341606855,
29,-0.00470833338,0.442186564207,0.036070343107,
30,-0.004697916715,0.441483050585,0.0288190878928,
31,-0.00468750005,0.44080466032,0.0187788903713,
32,-0.004677083385,0.440201640129,0.0137587906793,
33,-0.00466666672,0.43957349658,0.00353266252205,
34,-0.004656250055,0.438995599747,-0.00334673281759,
35,-0.00464583339,0.438417732716,-0.0156180867925,
36,-0.004635416725,0.437940329313,-0.023241199553,
37,-0.00462500006,0.437538325787,-0.0254723560065,
38,-0.004614583395,0.437010675669,-0.0362562723458,
39,-0.00460416673,0.436407655478,-0.0425778776407,
40,-0.004593750065,0.43590515852,-0.0520602874458,
41,-0.0045833334,0.43565389514,-0.0535477250814,
42,-0.004572916735,0.435251891613,-0.056336671114,
43,-0.00456250007,0.43492525816,-0.0604271218181,
44,-0.004552083405,0.434648871422,-0.0665627941489,
45,-0.00454166674,0.4344227314,-0.0728844031692,
46,-0.004531250075,0.434146344662,-0.0749296322465,
47,-0.00452083341,0.433794617653,-0.0754874199629,
48,-0.004510416745,0.433719217777,-0.077160783112,
49,-0.00450000008,0.433342337608,-0.0821808874607,
50,-0.004489583415,0.433417707682,-0.0877587720752,
51,-0.00447916675,0.433191597462,-0.085527613759,
52,-0.004468750085,0.433116197586,-0.0818090215325,
53,-0.00445833342,0.433266967535,-0.0838542506099,
54,-0.004447916755,0.433015704155,-0.0849698260427,
55,-0.00443750009,0.432965457439,-0.0821808874607,
56,-0.004427083425,0.433015704155,-0.0842261090875,
57,-0.00441666676,0.433216720819,-0.0834823921323,
58,-0.004406250095,0.4334679842,-0.0808793753386,
59,-0.00439583343,0.433694094419,-0.0810653045774,
60,-0.004385416765,0.433895111084,-0.0797637999058,
61,-0.0043750001,0.434221744537,-0.0784622952342,
62,-0.004364583435,0.434598624706,-0.0715828984976,
63,-0.00435416677,0.434623748064,-0.0674924477935,
64,-0.004343750105,0.435151398182,-0.0656331479549,
65,-0.00433333344,0.435603648424,-0.0632160678506,
66,-0.004322916775,0.435804665089,-0.0559648089111,
67,-0.00431250011,0.436181545258,-0.0529899373651,
68,-0.004302083445,0.436809688807,-0.0479698367417,
69,-0.00429166678,0.437111198902,-0.0457386821508,
70,-0.004281250115,0.437663942575,-0.0405326522887,
71,-0.00427083345,0.438292086124,-0.0308643132448,
72,-0.004260416785,0.4388448596,-0.0249145664275,
73,-0.00425000012,0.439523249865,-0.0141306500882,
74,-0.004239583455,0.440126270056,-0.0055778878741,
75,-0.00422916679,0.440704137087,0.00297487364151,
76,-0.004218750125,0.441357403994,0.0113417059183,
77,-0.00420833346,0.441960424185,0.0167336650193,
78,-0.004197916795,0.442588567734,0.0236130598933,
79,-0.00418750013,0.443241834641,0.0275175813586,
80,-0.004177083465,0.443794608116,0.038115568459,
81,-0.0041666668,0.444397628307,0.0422060191631,
82,-0.004156250135,0.445076018572,0.048899486661,
83,-0.00414583347,0.445704162121,0.0589396841824,
84,-0.004135416805,0.446206659079,0.0632160678506,
85,-0.00412500014,0.446910172701,0.0648894309998,
86,-0.004114583475,0.447412699461,0.064703501761,
87,-0.00410416681,0.447965443134,0.0643316432834,
88,-0.004093750145,0.44851821661,0.0660050064325,
89,-0.00408333348,0.448995620012,0.0654472187161,
90,-0.004072916815,0.449422746897,0.064703501761,
91,-0.00406250015,0.449925243855,0.0589396841824,
92,-0.004052083485,0.450277030468,0.0568944588304,
93,-0.00404166682,0.450653910637,0.058381896466,
94,-0.004031250155,0.451005667448,0.0567085295916,
95,-0.00402083349,0.45120665431,0.0554070211947,
96,-0.004010416825,0.45145791769,0.0529899373651,
97,-0.00400000016,0.451684057713,0.0507587827742,
98,-0.003989583495,0.451784551144,0.0459246113896,
99,-0.00397916683,0.45193529129,0.0462964698672,
100,-0.003968750165,0.452035814524,0.0442512445152,
101,-0.0039583335,0.452010691166,0.046482399106,
102,-0.003947916835,0.452035814524,0.0440653152764,
103,-0.00393750017,0.452010691166,0.0412763729692,
104,-0.003927083505,0.451859921217,0.0396030060947,
105,-0.00391666684,0.451734304428,0.0394170768559,
106,-0.003906250175,0.451533287764,0.0399748645723,
107,-0.00389583351,0.451282054186,0.0442512445152,
108,-0.003885416845,0.451055914164,0.0475979782641,
109,-0.00387500018,0.45072928071,0.0507587827742,
110,-0.003864583515,0.450377523899,0.0541055127978,
111,-0.00385416685,0.450025767088,0.0580100342631,
112,-0.003843750185,0.449548363686,0.0581959672272,
113,-0.00383333352,0.449096113443,0.0585678257048,
114,-0.003822916855,0.448668986559,0.0574522465467,
115,-0.00381250019,0.448116213083,0.0589396841824,
116,-0.003802083525,0.447588562965,0.0645175725222,
117,-0.00379166686,0.447086066008,0.0656331479549,
118,-0.003781250195,0.446457922459,0.0607989802957,
119,-0.00377083353,0.445880025625,0.0598693303764,
120,-0.003760416865,0.445302128792,0.0580100342631,
121,-0.0037500002,0.444674015045,0.0531758666039,
122,-0.003739583535,0.444096118212,0.0472261197865,
123,-0.00372916687,0.443442851305,0.0390452183783,
124,-0.003718750205,0.442739337683,0.0325376801193,
125,-0.00370833354,0.442161440849,0.0265879333019,
126,-0.003697916875,0.441583544016,0.0226834118366,
127,-0.00368750021,0.440905153751,0.0200803969055,
128,-0.003677083545,0.44030213356,0.0135728614405,
129,-0.00366666688,0.439699113369,0.00446231057867,
130,-0.003656250215,0.43909612298,-0.00185929599684,
131,-0.00364583355,0.438568472862,-0.0133869312704,
132,-0.003635416885,0.437940329313,-0.0241708476096,
133,-0.00362500022,0.437337309122,-0.0330954678357,
134,-0.003614583555,0.436935305595,-0.0420200899243,
135,-0.00360416689,0.436457931995,-0.0410904437304,
136,-0.003593750225,0.435930281878,-0.0498291328549,
137,-0.00358333356,0.435553401709,-0.0581959672272,
138,-0.003572916895,0.435101121664,-0.0604271218181,
139,-0.00356250023,0.434849888086,-0.0658190771937,
140,-0.003552083565,0.434598624706,-0.0673065185547,
141,-0.0035416669,0.434347361326,-0.0713969692588,
142,-0.003531250235,0.434246867895,-0.0741859078407,
143,-0.00352083357,0.433995604515,-0.0764170661569,
144,-0.003510416905,0.433668971062,-0.0808793753386,
145,-0.00350000024,0.4334679842,-0.0838542506099,
146,-0.003489583575,0.433392584324,-0.0892462059855,
147,-0.00347916691,0.433367460966,-0.0864572674036,
148,-0.003468750245,0.433317214251,-0.0914773643017,
149,-0.00345833358,0.433166444302,-0.0933366641402,
150,-0.003447916915,0.433166444302,-0.0948240980506,
151,-0.00343750025,0.433091074228,-0.0905477181077,
152,-0.003427083585,0.433166444302,-0.0892462059855,
153,-0.00341666692,0.433317214251,-0.0851557552814,
154,-0.003406250255,0.433618724346,-0.0816230922937,
155,-0.00339583359,0.433493077755,-0.0832964628935,
156,-0.003385416925,0.433819711208,-0.0823668166995,
157,-0.00337500026,0.434271991253,-0.0743718445301,
158,-0.003364583595,0.434397608042,-0.0706532523036,
159,-0.00335416693,0.43467399478,-0.0693517401814,
160,-0.003343750265,0.435151398182,-0.0626582726836,
161,-0.0033333336,0.435628771782,-0.0604271218181,
162,-0.003322916935,0.436055898666,-0.0585678257048,
163,-0.00331250027,0.436407655478,-0.0516884289682,
164,-0.003302083605,0.436759412289,-0.0492713451385,
165,-0.00329166694,0.437412679195,-0.0448090359569,
166,-0.003281250275,0.43786495924,-0.0375577807426,
167,-0.00327083361,0.438518226147,-0.0310502443463,
168,-0.003260416945,0.43909612298,-0.0260301437229,
169,-0.00325000028,0.439523249865,-0.0145025085658,
170,-0.003239583615,0.440126270056,-0.00818090233952,
171,-0.00322916695,0.44080466032,-0.0055778878741,
172,-0.003218750285,0.441357403994,0.00464824028313,
173,-0.00320833362,0.4420106709,0.0137587906793,
174,-0.003197916955,0.442663937807,0.0223115514964,
175,-0.00318750029,0.443266957998,0.0264020040631,
176,-0.003177083625,0.443869978189,0.0319798924029,
177,-0.00316666696,0.444498121738,0.0394170768559,
178,-0.003156250295,0.44510114193,0.0448090359569,
179,-0.00314583363,0.445729285479,0.0513165704906,
180,-0.003135416965,0.44630715251,0.053919583559,
181,-0.0031250003,0.446885049343,0.0598693303764,
182,-0.003114583635,0.447488069534,0.0624723471701,
183,-0.00310416697,0.447990596294,0.0600552633405,
184,-0.003093750305,0.44851821661,0.0615426972508,
185,-0.00308333364,0.449045866728,0.0630301386118,
186,-0.003072916975,0.449472993612,0.0607989802957,
187,-0.00306250031,0.449925243855,0.0615426972508,
188,-0.003052083645,0.450327277184,0.0606130510569,
189,-0.00304166698,0.450679033995,0.0531758666039,
190,-0.003031250315,0.45098054409,0.0503869205713,
191,-0.00302083365,0.451256901026,0.0524321496487,
192,-0.003010416985,0.45145791769,0.0502009913325,
193,-0.00300000032,0.45170918107,0.0492713451385,
194,-0.002989583655,0.451859921217,0.0427638068795,
195,-0.00297916699,0.451910167933,0.0418341606855,
196,-0.002968750325,0.451985567808,0.0420200899243,
197,-0.00295833366,0.452035814524,0.0466683320701,
198,-0.002947916995,0.452010691166,0.0414623022079,
199,-0.00293750033,0.45196044445,0.0403467230499,
200,-0.002927083665,0.451859921217,0.0396030060947,
201,-0.002916667,0.45170918107,0.0394170768559,
202,-0.002906250335,0.451558411121,0.0362562723458,
203,-0.00289583367,0.451332300901,0.0418341606855,
204,-0.002885417005,0.451005667448,0.0442512445152,
205,-0.00287500034,0.45072928071,0.0420200899243,
206,-0.002864583675,0.450352400541,0.0474120490253,
207,-0.00285416701,0.449950397015,0.0483416952193,
208,-0.002843750345,0.449573487043,0.0516884289682,
209,-0.00283333368,0.449096113443,0.0544773750007,
210,-0.002822917015,0.448593586683,0.0552210919559,
211,-0.00281250035,0.448166459799,0.0561507381499,
212,-0.002802083685,0.447563439608,0.0561507381499,
213,-0.00279166702,0.447035819292,0.0585678257048,
214,-0.002781250355,0.446483045816,0.0576381757855,
215,-0.00277083369,0.445854902267,0.0522462166846,
216,-0.002760417025,0.445277005434,0.0507587827742,
217,-0.00275000036,0.444724261761,0.046482399106,
218,-0.002739583695,0.444070994854,0.0468542613089,
219,-0.00272916703,0.443417727947,0.0409045107663,
220,-0.002718750365,0.442789584398,0.0355125553906,
221,-0.0027083337,0.442111194134,0.0254723560065,
222,-0.002697917035,0.441583544016,0.0176633130759,
223,-0.00268750037,0.440905153751,0.0145025085658,
224,-0.002677083705,0.440277010202,0.00371859199367,
225,-0.00266666704,0.439623743296,-0.00743718398735,
226,-0.002656250375,0.439020723104,-0.0113417059183,
227,-0.00264583371,0.438417732716,-0.0204522553831,
228,-0.002635417045,0.437940329313,-0.0329095385969,
229,-0.00262500038,0.43736243248,-0.0405326522887,
230,-0.002614583715,0.436935305595,-0.0490854158998,
231,-0.00260416705,0.43638253212,-0.0550351627171,
232,-0.002593750385,0.435930281878,-0.0621004886925,
233,-0.00258333372,0.435704141855,-0.0635879263282,
234,-0.002572917055,0.435327261686,-0.0673065185547,
235,-0.00256250039,0.434975504875,-0.0704673230648,
236,-0.002552083725,0.434548377991,-0.072140686214,
237,-0.00254166706,0.434246867895,-0.0773467123508,
238,-0.002531250395,0.434096097946,-0.0810653045774,
239,-0.00252083373,0.433869987726,-0.0872009843588,
240,-0.002510417065,0.433568477631,-0.0881306305528,
241,-0.0025000004,0.433518230915,-0.093522593379,
242,-0.002489583735,0.433392584324,-0.0938944518566,
243,-0.00247916707,0.433191597462,-0.0957537442446,
244,-0.002468750405,0.432965457439,-0.096311531961,
245,-0.00245833374,0.433065950871,-0.093522593379,
246,-0.002447917075,0.432990580797,-0.0907336473465,
247,-0.00243750041,0.433166444302,-0.0886884182692,
248,-0.002427083745,0.433116197586,-0.086085408926,
249,-0.00241666708,0.433216720819,-0.0914773643017,
250,-0.002406250415,0.433543354273,-0.0872009843588,
251,-0.00239583375,0.433844864368,-0.0875728428364,
252,-0.002385417085,0.433719217777,-0.0849698260427,
253,-0.00237500042,0.434347361326,-0.079577870667,
254,-0.002364583755,0.434447854757,-0.0773467123508,
255,-0.00235416709,0.434749364853,-0.0764170661569,
256,-0.002343750425,0.435126245022,-0.0760452076793,
257,-0.00233333376,0.435628771782,-0.0674924477935,
258,-0.002322917095,0.435955405235,-0.0650753602386,
259,-0.00231250043,0.436457931995,-0.0578241050243,
260,-0.002302083765,0.436684042215,-0.0555929504335,
261,-0.0022916671,0.437211692333,-0.0503869205713,
262,-0.002281250435,0.437814712524,-0.0422060191631,
263,-0.00227083377,0.438166469336,-0.0392311476171,
264,-0.002260417105,0.438895106316,-0.0301205962896,
265,-0.00225000044,0.439498126507,-0.0193366780877,
266,-0.002239583775,0.440075993538,-0.0158040169626,
267,-0.00222916711,0.440679013729,-0.00966833904386,
268,-0.002218750445,0.441332280636,-0.000185929602594,
269,-0.00220833378,0.441935300827,0.00929648056626,
270,-0.002197917115,0.442588567734,0.0172914527357,
271,-0.00218750045,0.443216711283,0.0262160748243,
272,-0.002177083785,0.443794608116,0.0332813970745,
273,-0.00216666712,0.444422751665,0.0371859222651,
274,-0.002156250455,0.445050895214,0.0449949651957,
275,-0.00214583379,0.44557851553,0.0477839075029,
276,-0.002135417125,0.446282029152,0.053919583559,
277,-0.00212500046,0.446834802628,0.0544773750007,
278,-0.002114583795,0.447362452745,0.0589396841824,
279,-0.00210416713,0.447990596294,0.05931154266,
280,-0.002093750465,0.448442846537,0.0609849095345,
281,-0.0020833338,0.448945343494,0.0611708387733,
282,-0.002072917135,0.449422746897,0.0606130510569,
283,-0.00206250047,0.449799627066,0.0591256134212,
284,-0.002052083805,0.450201630592,0.0561507381499,
285,-0.00204166714,0.450603663921,0.0555929504335,
286,-0.002031250475,0.450905144215,0.0544773750007,
287,-0.00202083381,0.451181530952,0.0498291328549,
288,-0.002010417145,0.451432794333,0.0457386821508,
289,-0.00200000048,0.451583534479,0.045552752912,
290,-0.001989583815,0.451784551144,0.0422060191631,
291,-0.00197916715,0.451859921217,0.0377437099814,
292,-0.001968750485,0.451885044575,0.0353266261518,
293,-0.00195833382,0.45196044445,0.0332813970745,
294,-0.001947917155,0.45196044445,0.0310502443463,
295,-0.00193750049,0.451859921217,0.0336532592773,
296,-0.001927083825,0.451834797859,0.0386733561754,
297,-0.00191666716,0.451684057713,0.038115568459,
298,-0.001906250495,0.451432794333,0.0390452183783,
299,-0.00189583383,0.451282054186,0.0364422015846,
300,-0.001885417165,0.45098054409,0.0420200899243,
301,-0.0018750005,0.450653910637,0.0481557659805,
302,-0.001864583835,0.450327277184,0.0490854158998,
303,-0.00185416717,0.449874997139,0.0477839075029,
304,-0.001843750505,0.449472993612,0.0544773750007,
305,-0.00183333384,0.449070990086,0.0526180788875,
306,-0.001822917175,0.44851821661,0.0541055127978,
307,-0.00181250051,0.44804084301,0.0581959672272,
308,-0.001802083845,0.447588562965,0.0580100342631,
309,-0.00179166718,0.446960419416,0.0587537549436,
310,-0.001781250515,0.446407675743,0.0585678257048,
311,-0.00177083385,0.445880025625,0.0548492334783,
312,-0.001760417185,0.445176512003,0.0541055127978,
313,-0.00175000052,0.444623738527,0.0487135574222,
314,-0.001739583855,0.443970471621,0.0377437099814,
315,-0.00172916719,0.443317204714,0.0304924547672,
316,-0.001718750525,0.442714214325,0.0295628067106,
317,-0.00170833386,0.442086070776,0.0226834118366,
318,-0.001697917195,0.441432803869,0.014316579327,
319,-0.00168750053,0.440854907036,0.00780904339626,
320,-0.001677083865,0.440126270056,0.00278894393705,
321,-0.0016666672,0.439473003149,-0.00911055039614,
322,-0.001656250535,0.439020723104,-0.0208241157234,
323,-0.00164583387,0.438493102789,-0.0252864267677,
324,-0.001635417205,0.437915205956,-0.028633158654,
325,-0.00162500054,0.437337309122,-0.0340251177549,
326,-0.001614583875,0.436709165573,-0.0431356690824,
327,-0.00160416721,0.436307162046,-0.0515024997294,
328,-0.001593750545,0.436081022024,-0.058381896466,
329,-0.00158333388,0.435704141855,-0.0596834011376,
330,-0.001572917215,0.435377508402,-0.0674924477935,
331,-0.00156250055,0.434648871422,-0.0747437030077,
332,-0.001552083885,0.434372484684,-0.0745577737689,
333,-0.00154166722,0.434121221304,-0.0793919414282,
334,-0.001531250555,0.434146344662,-0.0780904367566,
335,-0.00152083389,0.433819711208,-0.0792060121894,
336,-0.001510417225,0.433442831039,-0.088874347508,
337,-0.00150000056,0.433342337608,-0.0922210812569,
338,-0.001489583895,0.433166444302,-0.0924070104957,
339,-0.00147916723,0.433417707682,-0.0909195765853,
340,-0.001468750565,0.433216720819,-0.0883165597916,
341,-0.0014583339,0.432915210724,-0.0914773643017,
342,-0.001447917235,0.432915210724,-0.0924070104957,
343,-0.00143750057,0.433141350746,-0.0955678150058,
344,-0.001427083905,0.433417707682,-0.0938944518566,
345,-0.00141666724,0.433417707682,-0.0901758596301,
346,-0.001406250575,0.433442831039,-0.0873869135976,
347,-0.00139583391,0.433493077755,-0.0918492227793,
348,-0.001385417245,0.433694094419,-0.0896180719137,
349,-0.00137500058,0.434146344662,-0.0808793753386,
350,-0.001364583915,0.434648871422,-0.0803215876222,
351,-0.00135416725,0.434598624706,-0.0725125446916,
352,-0.001343750585,0.434749364853,-0.0702813863754,
353,-0.00133333392,0.435251891613,-0.072140686214,
354,-0.001322917255,0.435779511929,-0.0682361647487,
355,-0.00131250059,0.436432778835,-0.0607989802957,
356,-0.001302083925,0.436834812164,-0.0520602874458,
357,-0.00129166726,0.437186568975,-0.0503869205713,
358,-0.001281250595,0.43761369586,-0.045552752912,
359,-0.00127083393,0.438166469336,-0.0416482314467,
360,-0.001260417265,0.438869982958,-0.0342110469937,
361,-0.0012500006,0.439498126507,-0.023241199553,
362,-0.001239583935,0.440075993538,-0.0115276351571,
363,-0.00122916727,0.440603643656,-0.00613567698747,
364,-0.001218750605,0.441256910563,0.00502009922639,
365,-0.00120833394,0.441910177469,0.0150602981448,
366,-0.001197917275,0.442462950945,0.0210100449622,
367,-0.00118750061,0.443191587925,0.0262160748243,
368,-0.001177083945,0.443769484758,0.0379296392202,
369,-0.00116666728,0.444347381592,0.0401607938111,
370,-0.001156250615,0.445000648499,0.0494572743773,
371,-0.00114583395,0.445628762245,0.0555929504335,
372,-0.001135417285,0.446181535721,0.0609849095345,
373,-0.00112500062,0.44680967927,0.0635879263282,
374,-0.001114583955,0.447312176228,0.062844209373,
375,-0.00110416729,0.447839826345,0.0591256134212,
376,-0.001093750625,0.448417723179,0.0596834011376,
377,-0.00108333396,0.448869973421,0.062844209373,
378,-0.001072917295,0.449347376823,0.0674924477935,
379,-0.00106250063,0.449824750423,0.0676783770323,
380,-0.001052083965,0.450176507235,0.05931154266,
381,-0.0010416673,0.450553387403,0.0522462166846,
382,-0.001031250635,0.450905144215,0.0537336543202,
383,-0.00102083397,0.451081037521,0.0520602874458,
384,-0.001010417305,0.451382547617,0.0492713451385,
385,-0.00100000064,0.451583534479,0.0513165704906,
386,-0.000989583975,0.45170918107,0.045552752912,
387,-0.00097916731,0.451859921217,0.0438793860376,
388,-0.000968750645,0.45193529129,0.0403467230499,
389,-0.00095833398,0.45193529129,0.0394170768559,
390,-0.000947917315,0.45193529129,0.0409045107663,
391,-0.00093750065,0.451885044575,0.0394170768559,
392,-0.000927083985,0.451759427786,0.0373718515038,
393,-0.00091666732,0.451633810997,0.0355125553906,
394,-0.000906250655,0.451432794333,0.0383014976978,
395,-0.00089583399,0.45120665431,0.0401607938111,
396,-0.000885417325,0.45098054409,0.0410904437304,
397,-0.00087500066,0.450653910637,0.046482399106,
398,-0.000864583995,0.450251877308,0.048899486661,
399,-0.00085416733,0.449925243855,0.0492713451385,
400,-0.000843750665,0.449472993612,0.0541055127978,
401,-0.000833334,0.449045866728,0.0531758666039,
402,-0.000822917335,0.448568463326,0.0568944588304,
403,-0.00081250067,0.448015719652,0.0600552633405,
404,-0.000802084005,0.447488069534,0.0567085295916,
405,-0.00079166734,0.446960419416,0.053919583559,
406,-0.000781250675,0.446357429028,0.0537336543202,
407,-0.00077083401,0.445804655552,0.051874358207,
408,-0.000760417345,0.445201635361,0.0500150620937,
409,-0.00075000068,0.444573491812,0.044437173754,
410,-0.000739584015,0.443970471621,0.0410904437304,
411,-0.00072916735,0.443342328072,0.036999989301,
412,-0.000718750685,0.442663937807,0.0277035105973,
413,-0.00070833402,0.4420106709,0.0226834118366,
414,-0.000697917355,0.441407680511,0.0148743679747,
415,-0.00068750069,0.440704137087,0.00762311369181,
416,-0.000677084025,0.440101146698,0.0016733664088,
417,-0.00066666736,0.43957349658,-0.00241708476096,
418,-0.000656250695,0.43907096982,-0.0152462273836,
419,-0.00064583403,0.438442826271,-0.0265879333019,
420,-0.000635417365,0.437940329313,-0.0301205962896,
421,-0.0006250007,0.437211692333,-0.0345829054713,
422,-0.000614584035,0.436809688807,-0.0386733561754,
423,-0.00060416737,0.436231791973,-0.0524321496487,
424,-0.000593750705,0.435804665089,-0.0591256134212,
425,-0.00058333404,0.435528278351,-0.0626582726836,
426,-0.000572917375,0.435151398182,-0.0630301386118,
427,-0.00056250071,0.434774488211,-0.0643316432834,
428,-0.000552084045,0.434598624706,-0.0686080232263,
429,-0.00054166738,0.434121221304,-0.072140686214,
430,-0.000531250715,0.4339453578,-0.0769748538733,
431,-0.00052083405,0.433719217777,-0.0818090215325,
432,-0.000510417385,0.433392584324,-0.0842261090875,
433,-0.00050000072,0.433292090893,-0.0838542506099,
434,-0.000489584055,0.433065950871,-0.0873869135976,
435,-0.00047916739,0.432764440775,-0.0872009843588,
436,-0.000468750725,0.433065950871,-0.0912914350629,
437,-0.00045833406,0.432940334082,-0.096311531961,
438,-0.000447917395,0.432915210724,-0.0974271148443,
439,-0.00043750073,0.433216720819,-0.0946381688118,
440,-0.000427084065,0.433166444302,-0.0898040011525,
441,-0.0004166674,0.433342337608,-0.0834823921323,
442,-0.000406250735,0.433543354273,-0.0866431966424,
443,-0.00039583407,0.433869987726,-0.0849698260427,
444,-0.000385417405,0.433794617653,-0.0845979675651,
445,-0.00037500074,0.434045851231,-0.0829246044159,
446,-0.000364584075,0.434221744537,-0.0821808874607,
447,-0.00035416741,0.43467399478,-0.0790200829506,
448,-0.000343750745,0.434950381517,-0.0780904367566,
449,-0.00033333408,0.43517652154,-0.0766029953957,
450,-0.000322917415,0.435679018497,-0.0717688277364,
451,-0.00031250075,0.436106145382,-0.0663768649101,
452,-0.000302084085,0.436658918858,-0.0626582726836,
453,-0.00029166742,0.43713632226,-0.0555929504335,
454,-0.000281250755,0.437588572502,-0.0429497398436,
455,-0.00027083409,0.438166469336,-0.0343969762325,
456,-0.000260417425,0.438794612885,-0.028633158654,
457,-0.00025000076,0.439347356558,-0.0247286371887,
458,-0.000239584095,0.439925253391,-0.0150602981448,
459,-0.00022916743,0.440603643656,-0.00502009922639,
460,-0.000218750765,0.441206663847,0.00148743682075,
461,-0.0002083341,0.441910177469,0.0139447199181,
462,-0.000197917435,0.442488074303,0.021195974201,
463,-0.00018750077,0.443065971136,0.0262160748243,
464,-0.000177084105,0.443744361401,0.0280753690749,
465,-0.00016666744,0.44437250495,0.0293768774718,
466,-0.000156250775,0.444950371981,0.0349547639489,
467,-0.00014583411,0.445603638887,0.0403467230499,
468,-0.000135417445,0.446181535721,0.0483416952193,
469,-0.00012500078,0.446734309196,0.0505728535354,
470,-0.000114584115,0.447387576103,0.0496432036161,
471,-0.00010416745,0.447839826345,0.0490854158998,
472,-9.3750785e-05,0.448317229748,0.0490854158998,
473,-8.333412e-05,0.448920220137,0.051874358207,
474,-7.2917455e-05,0.449322253466,0.0515024997294,
475,-6.250079e-05,0.44974938035,0.0524321496487,
476,-5.2084125e-05,0.450201630592,0.048899486661,
477,-4.166746e-05,0.450503140688,0.0459246113896,
478,-3.1250795e-05,0.450854897499,0.0436934567988,
479,-2.083413e-05,0.451156407595,0.0390452183783,
480,-1.0417465e-05,0.451307177544,0.0366281308234,
481,-7.99999999405e-10,0.451558411121,0.030678384006,
482,1.0415865e-05,0.451759427786,0.0317939631641,
483,2.083253e-05,0.451784551144,0.0267738625407,
484,3.1249195e-05,0.451910167933,0.0245427079499,
485,4.166586e-05,0.451910167933,0.0236130598933,
486,5.2082525e-05,0.451859921217,0.0224974825978,
487,6.249919e-05,0.451885044575,0.0293768774718,
488,7.2915855e-05,0.451734304428,0.0317939631641,
489,8.333252e-05,0.451583534479,0.0321658216417,
490,9.3749185e-05,0.451432794333,0.0330954678357,
491,0.00010416585,0.451181530952,0.0301205962896,
492,0.000114582515,0.450880020857,0.0312361735851,
493,0.00012499918,0.450603663921,0.0303065255284,
494,0.000135415845,0.450251877308,0.027145722881,
495,0.00014583251,0.449824750423,0.0327236093581,
496,0.000156249175,0.44949811697,0.0423919484019,
497,0.00016666584,0.448970496655,0.0388592854142,
498,0.000177082505,0.44851821661,0.0329095385969,
499,0.00018749917,0.448015719652,0.0349547639489,
500,0.000197915835,0.447488069534,0.0397889353335,
501,0.0002083325,0.446910172701,0.0433215983212,
502,0.000218749165,0.446382552385,0.0416482314467,
503,0.00022916583,0.445729285479,0.0355125553906,
