Address,USB0::0x0957::0x179B::MY58106372::0::INSTR
Model,DSO-X 2002A
Serial Number,MY58106372
Start Time,2025-06-29 08:20:19

Sample Count,Time(s),1(VOLT),2(VOLT),
1,-0.0500000007451,0.00502514839172,-0.0374270826578,
2,-0.0499488003552,0.00502514839172,-0.0252059847116,
3,-0.0498975999653,-0.0150753855705,-0.0190954357386,
4,-0.0498463995755,-0.0150753855705,-0.0129848718643,
5,-0.0497951991856,-0.0351759195328,-0.0252059847116,
6,-0.0497439987957,-0.0552763938904,-0.0404823571444,
7,-0.0496927984059,-0.0552763938904,-0.0190954357386,
8,-0.0496416017413,-0.075376868248,-0.0404823571444,
9,-0.0495904013515,-0.075376868248,-0.0252059847116,
10,-0.0495392009616,-0.075376868248,-0.0221507102251,
11,-0.0494880005717,-0.115577876568,-0.0221507102251,
12,-0.0494368001819,-0.115577876568,-0.0252059847116,
13,-0.049385599792,-0.13567841053,-0.0282612591982,
14,-0.0493343994021,-0.13567841053,-0.0313165336847,
15,-0.0492831990123,-0.155778884888,-0.0221507102251,
16,-0.0492319986224,-0.17587941885,-0.0343718081713,
17,-0.0491807982326,-0.17587941885,-0.0252059847116,
18,-0.049129601568,-0.195979893208,-0.0221507102251,
19,-0.0490784011781,-0.21608042717,-0.0313165336847,
20,-0.0490272007883,-0.21608042717,-0.0221507102251,
21,-0.0489760003984,-0.236180901527,-0.0129848718643,
22,-0.0489248000085,-0.25628143549,-0.0313165336847,
23,-0.0488735996187,-0.25628143549,-0.0343718081713,
24,-0.0488223992288,-0.276381909847,-0.0252059847116,
25,-0.0487711988389,-0.29648244381,-0.0221507102251,
26,-0.0487199984491,-0.29648244381,-0.0221507102251,
27,-0.0486688017845,-0.316582918167,-0.0252059847116,
28,-0.0486176013947,-0.336683452129,-0.0190954357386,
29,-0.0485664010048,-0.336683452129,-0.0374270826578,
30,-0.0485152006149,-0.356783926487,-0.0343718081713,
31,-0.0484640002251,-0.376884400845,-0.0343718081713,
32,-0.0484127998352,-0.376884400845,-0.0313165336847,
33,-0.0483615994453,-0.396984934807,-0.0282612591982,
34,-0.0483103990555,-0.417085409164,-0.0313165336847,
35,-0.0482591986656,-0.417085409164,-0.00992959737778,
36,-0.0482079982758,-0.417085409164,-0.0129848718643,
37,-0.0481568016112,-0.437185943127,0.00840204954147,
38,-0.0481056012213,-0.457286417484,0.0297889783978,
39,-0.0480544008315,-0.477386951447,0.124502517283,
40,-0.0480032004416,-0.477386951447,0.194773852825,
41,-0.0479520000517,-0.497487425804,0.0908944904804,
42,-0.0479007996619,-0.497487425804,0.0175678730011,
43,-0.047849599272,-0.517587959766,-0.0221507102251,
44,-0.0477983988822,-0.517587959766,-0.0221507102251,
45,-0.0477471984923,-0.517587959766,-0.0282612591982,
46,-0.0476960018277,-0.537688434124,-0.0252059847116,
47,-0.0476448014379,-0.537688434124,-0.0435376316309,
48,-0.047593601048,-0.557788968086,-0.0252059847116,
49,-0.0475424006581,-0.577889442444,-0.0435376316309,
50,-0.0474912002683,-0.577889442444,-0.0374270826578,
51,-0.0474399998784,-0.597989916801,-0.0282612591982,
52,-0.0473887994885,-0.577889442444,-0.0404823571444,
53,-0.0473375990987,-0.597989916801,-0.0343718081713,
54,-0.0472863987088,-0.597989916801,-0.0374270826578,
55,-0.047235198319,-0.618090450764,-0.0190954357386,
56,-0.0471840016544,-0.638190984726,-0.0252059847116,
57,-0.0471328012645,-0.618090450764,-0.0221507102251,
58,-0.0470816008747,-0.638190984726,-0.0313165336847,
59,-0.0470304004848,-0.638190984726,-0.0313165336847,
60,-0.0469792000949,-0.658291459084,-0.0252059847116,
61,-0.0469279997051,-0.658291459084,-0.0282612591982,
62,-0.0468767993152,-0.658291459084,-0.0160401463509,
63,-0.0468255989254,-0.678391933441,-0.0343718081713,
64,-0.0467743985355,-0.678391933441,-0.0221507102251,
65,-0.0467231981456,-0.698492467403,-0.0252059847116,
66,-0.0466720014811,-0.678391933441,-0.0160401463509,
67,-0.0466208010912,-0.678391933441,-0.0160401463509,
68,-0.0465696007013,-0.678391933441,-0.00992959737778,
69,-0.0465184003115,-0.678391933441,-0.00687432289124,
70,-0.0464671999216,-0.698492467403,-0.00381904840469,
71,-0.0464159995317,-0.738693475723,-0.0221507102251,
72,-0.0463647991419,-0.718593001366,-0.00381904840469,
73,-0.046313598752,-0.718593001366,0.00229150056839,
74,-0.0462623983622,-0.718593001366,-0.00687432289124,
75,-0.0462112016976,-0.718593001366,0.00229150056839,
76,-0.0461600013077,-0.738693475723,0.00229150056839,
77,-0.0461088009179,-0.758793950081,-0.00381904840469,
78,-0.046057600528,-0.738693475723,-0.00992959737778,
79,-0.0460064001381,-0.738693475723,0.011457324028,
80,-0.0459551997483,-0.758793950081,0.00840204954147,
81,-0.0459039993584,-0.758793950081,0.0145125985146,
82,-0.0458527989686,-0.758793950081,0.00229150056839,
83,-0.0458015985787,-0.758793950081,0.00229150056839,
84,-0.0457503981888,-0.758793950081,0.0175678730011,
85,-0.0456992015243,-0.758793950081,0.00229150056839,
86,-0.0456480011344,-0.758793950081,0.00534677505493,
87,-0.0455968007445,-0.778894484043,-0.000763773918152,
88,-0.0455456003547,-0.758793950081,0.00840204954147,
89,-0.0454943999648,-0.758793950081,0.011457324028,
90,-0.0454431995749,-0.778894484043,-0.000763773918152,
91,-0.0453919991851,-0.758793950081,-0.00381904840469,
92,-0.0453407987952,-0.778894484043,-0.00381904840469,
93,-0.0452895984054,-0.758793950081,-0.00381904840469,
94,-0.0452384017408,-0.778894484043,-0.000763773918152,
95,-0.0451872013509,-0.778894484043,-0.00381904840469,
96,-0.0451360009611,-0.758793950081,-0.000763773918152,
97,-0.0450848005712,-0.758793950081,0.00534677505493,
98,-0.0450336001813,-0.758793950081,-0.00687432289124,
99,-0.0449823997915,-0.758793950081,-0.000763773918152,
100,-0.0449311994016,-0.758793950081,-0.000763773918152,
101,-0.0448799990118,-0.778894484043,-0.00381904840469,
102,-0.0448287986219,-0.758793950081,-0.00687432289124,
103,-0.044777598232,-0.738693475723,-0.00687432289124,
104,-0.0447264015675,-0.758793950081,-0.0129848718643,
105,-0.0446752011776,-0.738693475723,0.00229150056839,
106,-0.0446240007877,-0.758793950081,-0.00687432289124,
107,-0.0445728003979,-0.738693475723,0.00229150056839,
108,-0.044521600008,-0.718593001366,-0.0129848718643,
109,-0.0444703996181,-0.738693475723,0.00229150056839,
110,-0.0444191992283,-0.738693475723,-0.0129848718643,
111,-0.0443679988384,-0.718593001366,-0.00381904840469,
112,-0.0443167984486,-0.738693475723,-0.00992959737778,
113,-0.044265601784,-0.718593001366,-0.000763773918152,
114,-0.0442144013941,-0.718593001366,-0.00992959737778,
115,-0.0441632010043,-0.718593001366,-0.0129848718643,
116,-0.0441120006144,-0.738693475723,-0.0160401463509,
117,-0.0440608002245,-0.738693475723,-0.000763773918152,
118,-0.0440095998347,-0.738693475723,-0.0190954357386,
119,-0.0439583994448,-0.718593001366,0.00229150056839,
120,-0.043907199055,-0.718593001366,-0.0129848718643,
121,-0.0438559986651,-0.698492467403,-0.0190954357386,
122,-0.0438047982752,-0.698492467403,-0.0129848718643,
123,-0.0437536016107,-0.698492467403,-0.0129848718643,
124,-0.0437024012208,-0.698492467403,-0.00687432289124,
125,-0.0436512008309,-0.698492467403,-0.0129848718643,
126,-0.0436000004411,-0.678391933441,-0.00381904840469,
127,-0.0435488000512,-0.698492467403,-0.0190954357386,
128,-0.0434975996614,-0.698492467403,0.00229150056839,
129,-0.0434463992715,-0.678391933441,-0.00381904840469,
130,-0.0433951988816,-0.658291459084,-0.00687432289124,
131,-0.0433439984918,-0.658291459084,-0.000763773918152,
132,-0.0432928018272,-0.678391933441,-0.0190954357386,
133,-0.0432416014373,-0.678391933441,-0.0160401463509,
134,-0.0431904010475,-0.678391933441,0.00534677505493,
135,-0.0431392006576,-0.638190984726,-0.0252059847116,
136,-0.0430880002677,-0.638190984726,-0.0129848718643,
137,-0.0430367998779,-0.618090450764,-0.00992959737778,
138,-0.042985599488,-0.638190984726,-0.0221507102251,
139,-0.0429343990982,-0.618090450764,-0.0160401463509,
140,-0.0428831987083,-0.618090450764,-0.0221507102251,
141,-0.0428319983184,-0.597989916801,-0.00687432289124,
142,-0.0427808016539,-0.618090450764,-0.0190954357386,
143,-0.042729601264,-0.597989916801,-0.0252059847116,
144,-0.0426784008741,-0.577889442444,-0.0282612591982,
145,-0.0426272004843,-0.597989916801,-0.0221507102251,
146,-0.0425760000944,-0.577889442444,-0.0221507102251,
147,-0.0425247997046,-0.557788968086,-0.0221507102251,
148,-0.0424735993147,-0.557788968086,-0.0252059847116,
149,-0.0424223989248,-0.537688434124,-0.0313165336847,
150,-0.042371198535,-0.517587959766,-0.0252059847116,
151,-0.0423199981451,-0.517587959766,-0.0190954357386,
152,-0.0422688014805,-0.517587959766,-0.0252059847116,
153,-0.0422176010907,-0.497487425804,-0.0221507102251,
154,-0.0421664007008,-0.477386951447,0.011457324028,
155,-0.0421152003109,-0.477386951447,0.0481206327677,
156,-0.0420639999211,-0.457286417484,0.161165818572,
157,-0.0420127995312,-0.437185943127,0.13672362268,
158,-0.0419615991414,-0.417085409164,0.0267336964607,
159,-0.0419103987515,-0.417085409164,-0.0190954357386,
160,-0.0418591983616,-0.417085409164,-0.0282612591982,
