Model,DSO-X 2002A
Serial Number,MY59127587
Start Time,6/1/2025 11:05:07 AM

Setup Text Information:

Analog

Channel 1
Scale,500.000000mV/
Pos,500.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,1
Probe,1.0
Skew,0.000000s

Channel 2
Scale,1.000000V/
Pos,1.000000V/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,2
Probe,1.0
Skew,0.000000s

Function

WaveformMemory

Trigger
Sweep Mode,AUTO
Coup,DC
Noise Rej,Off
HF Rej,Off
HoldOff,40.000000ns
TriggerControl,EDGE
Source,CHAN1
Slope,23.000000mV
Adress,USB0::0x0957::0x179B::MY59127587::0::INSTR

Sample Count,Time(s),Channel1,Channel2,
1,-0.025,-0.69594347477,-0.0626146793365,
2,-0.0249494485375,-0.69594347477,-0.102815628052,
3,-0.024898897075,-0.69594347477,0.0579884052277,
4,-0.0248483456125,-0.675843000412,-0.0626146793365,
5,-0.02479779415,-0.675843000412,-0.102815628052,
6,-0.0247472426875,-0.69594347477,-0.102815628052,
7,-0.024696691225,-0.675843000412,-0.102815628052,
8,-0.0246461397625,-0.675843000412,-0.102815628052,
9,-0.0245955883,-0.675843000412,-0.102815628052,
10,-0.0245450368375,-0.675843000412,-0.102815628052,
11,-0.024494485375,-0.675843000412,-0.102815628052,
12,-0.0244439339125,-0.675843000412,-0.0626146793365,
13,-0.02439338245,-0.675843000412,-0.0224137306213,
14,-0.0243428309875,-0.65574246645,-0.102815628052,
15,-0.024292279525,-0.65574246645,-0.0626146793365,
16,-0.0242417280625,-0.675843000412,-0.0626146793365,
17,-0.0241911766,-0.675843000412,-0.0626146793365,
18,-0.0241406251375,-0.675843000412,-0.0224137306213,
19,-0.024090073675,-0.65574246645,-0.102815628052,
20,-0.0240395222125,-0.635641932487,-0.143016815186,
21,-0.02398897075,-0.65574246645,-0.102815628052,
22,-0.0239384192875,-0.635641932487,-0.143016815186,
