Model,DSO-X 2002A
Serial Number,MY58106372
Start Time,5/29/2025 11:38:36 AM

Setup Text Information:

Analog

Channel 1
Scale,500.000000mV/
Pos,500.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,1
Probe,1.0
Skew,0.000000s

Channel 2
Scale,50.000000mV/
Pos,50.000000mV/
coup
BW,Off
Inv,Off
Imp,1M Ohm
Trace Label,2
Probe,1.0
Skew,0.000000s

Function

WaveformMemory

Trigger
Sweep Mode,AUTO
Coup,DC
Noise Rej,Off
HF Rej,Off
HoldOff,40.000000ns
TriggerControl,EDGE
Source,CHAN1
Slope,28.000000mV
Adress,USB0::0x0957::0x179B::MY58106372::0::INSTR

Sample Count,Time(s),Channel1,Channel2,
1,-0.025,-0.630891919136,-0.0162468589842,
2,-0.0249496,-0.650992453098,-0.0202669613063,
3,-0.0248992,-0.630891919136,-0.0122267566621,
4,-0.0248488,-0.630891919136,-0.0122267566621,
5,-0.0247984,-0.630891919136,-0.0102167092264,
6,-0.024748,-0.630891919136,-0.00619660690427,
7,-0.0246976,-0.630891919136,-0.0122267566621,
8,-0.0246472,-0.650992453098,-0.0162468589842,
9,-0.0245968,-0.630891919136,-0.0102167092264,
10,-0.0245464,-0.630891919136,-0.00820665434003,
11,-0.024496,-0.610791444778,-0.0122267566621,
12,-0.0244456,-0.610791444778,-0.0102167092264,
13,-0.0243952,-0.610791444778,-0.01825690642,
14,-0.0243448,-0.590690970421,-0.0122267566621,
15,-0.0242944,-0.610791444778,-0.0142368115485,
16,-0.024244,-0.610791444778,-0.0122267566621,
17,-0.0241936,-0.630891919136,-0.0222770087421,
18,-0.0241432,-0.610791444778,-0.01825690642,
19,-0.0240928,-0.610791444778,-0.01825690642,
20,-0.0240424,-0.590690970421,-0.0102167092264,
21,-0.023992,-0.610791444778,-0.0122267566621,
22,-0.0239416,-0.610791444778,-0.0122267566621,
23,-0.0238912,-0.590690970421,-0.0102167092264,
24,-0.0238408,-0.590690970421,-0.01825690642,
25,-0.0237904,-0.590690970421,-0.01825690642,
26,-0.02374,-0.590690970421,-0.0102167092264,
27,-0.0236896,-0.590690970421,-0.0202669613063,
28,-0.0236392,-0.590690970421,-0.0202669613063,
29,-0.0235888,-0.590690970421,-0.0162468589842,
30,-0.0235384,-0.590690970421,-0.0162468589842,
31,-0.023488,-0.570590436459,-0.01825690642,
32,-0.0234376,-0.570590436459,-0.0142368115485,
33,-0.0233872,-0.570590436459,-0.0162468589842,
34,-0.0233368,-0.570590436459,-0.0102167092264,
35,-0.0232864,-0.570590436459,-0.00418655574322,
36,-0.023236,-0.550489902496,-0.0142368115485,
37,-0.0231856,-0.550489902496,-0.0162468589842,
38,-0.0231352,-0.550489902496,-0.0102167092264,
39,-0.0230848,-0.570590436459,-0.01825690642,
40,-0.0230344,-0.550489902496,-0.0122267566621,
41,-0.022984,-0.530389428139,-0.01825690642,
42,-0.0229336,-0.530389428139,-0.0102167092264,
43,-0.0228832,-0.530389428139,-0.0122267566621,
44,-0.0228328,-0.530389428139,-0.01825690642,
45,-0.0227824,-0.510288953781,-0.0122267566621,
46,-0.022732,-0.530389428139,-0.0122267566621,
47,-0.0226816,-0.510288953781,-0.0102167092264,
48,-0.0226312,-0.490188419819,-0.00217650458217,
49,-0.0225808,-0.470087945461,0.00184359401464,
50,-0.0225304,-0.490188419819,0.0279742479324,
51,-0.02248,-0.470087945461,0.0762154534459,
52,-0.0224296,-0.470087945461,0.154607415199,
53,-0.0223792,-0.449987411499,0.188778266311,
54,-0.0223288,-0.449987411499,0.106366202235,
55,-0.0222784,-0.429886937141,0.0319943465292,
56,-0.022228,-0.429886937141,0.00184359401464,
57,-0.0221776,-0.409786403179,-0.0162468589842,
58,-0.0221272,-0.409786403179,-0.0283071585,
59,-0.0220768,-0.389685928822,-0.0303172059357,
60,-0.0220264,-0.369585394859,-0.0363473631442,
61,-0.021976,-0.369585394859,-0.042377512902,
